Price,Bedrooms,Is_premium_subarea,Sub_locality,Property_type,Area,Is_estate,Price_log,Group_median,Group_std,Price_zscore_in_group
1300000,3,0,Ifako-Gbagada Gbagada,flat,mainland,0,14.077875591662238,1000000.0,395058.6778605653,0.759380863684974
4500000,3,1,Admiralty Close Off Admiralty Road Lekki Phase 1 Lekki,flat,island,0,15.319588176962746,2000000.0,1404009.206178628,1.7806151049425045
650000,1,0,Anthony Village Maryland,mini flat,mainland,0,13.384729180332174,575000.0,530159.2596378094,0.14146692458269614
400000,2,0,Obawole Ifako-Ogba Ogba,flat,mainland,0,12.899222326086994,600000.0,163816.95331828375,-1.2208748603169013
230000,0,0,Onike Yaba,self contain,mainland,0,12.345838935721968,230000.0,96333.31300434396,0.0
8000000,3,1,Banana Island Ikoyi,flat,island,0,15.894952224644102,7500000.0,5588541.634109451,0.08946877964517058
2500000,3,0,Ikate Lekki,flat,island,0,14.731801689838349,2000000.0,1404009.206178628,0.3561230209885009
5000000,2,0,Off Toyin Street Ikeja,flat,mainland,0,15.424948670398354,1000000.0,1799391.966140632,2.222973134963624
5000000,5,1,Lekki Lekki Phase 1 Lekki,duplex,island,0,15.424948670398354,5000000.0,15715303.809011258,0.0
14000000,4,1,Macpherson Ikoyi,duplex,island,0,16.454567959008102,8000000.0,4311717.945846556,1.3915567009154097
1800000,3,0,Awuse Estate Opebi Ikeja,flat,mainland,1,14.403297778421795,1600000.0,1237311.287693152,0.16164081099824182
1800000,3,0,Awuse Estate Opebi Ikeja,flat,mainland,1,14.403297778421795,1600000.0,1237311.287693152,0.16164081099824182
25000000,5,1,Old Ikoyi Ikoyi,duplex,island,0,17.034386422832473,10000000.0,6255319.575249992,2.3979590202472636
250000,1,0,Akoka Yaba,mini flat,mainland,0,12.429220196836383,350000.0,197881.37662672115,-0.5053532662077528
3500000,5,1,Lekki Chevron Lekki,duplex,island,1,15.068273812173887,5000000.0,15715303.809011258,-0.09544836156077938
1200000,3,0,Bariga Shomolu,flat,mainland,0,13.997832948091215,750000.0,258573.34507161233,1.7403185926815918
900000,3,0,Akoka Yaba,flat,mainland,0,13.710151153416941,1000000.0,624067.9867957743,-0.16023895171012018
450000,1,0,Akoka Yaba,mini flat,mainland,0,13.017005083966255,350000.0,197881.37662672115,0.5053532662077528
300000,1,0,Akoka Yaba,mini flat,mainland,0,12.611541086966115,350000.0,197881.37662672115,-0.2526766331038764
1300000,3,0,Ifako-Gbagada Gbagada,flat,mainland,0,14.077875591662238,1000000.0,395058.6778605653,0.759380863684974
3000000,3,1,Oniru Lekki Phase 1 Lekki,flat,island,1,14.914123179965662,2000000.0,1404009.206178628,0.7122460419770018
1000000,2,0,Olorunda Cac Church Opp Chinish Village,flat,mainland,1,13.815511557963774,650000.0,284013.1899463334,1.2323371321808516
1500000,3,0,Cac Olorunda Church Opp Chinish Village By,flat,mainland,1,14.220976332738882,1000000.0,471780.70203466876,1.0598144388772763
400000,3,0,Oshodi Airport Road Oshodi,flat,mainland,0,12.899222326086994,600000.0,179822.64133357164,-1.112206997499271
300000,1,0,Egbeda Egbeda Alimosho,mini flat,mainland,0,12.611541086966115,250000.0,55721.592164378555,0.897318221857339
275000,1,0,Randle Avenue Surulere,mini flat,mainland,0,12.524530013005734,350000.0,520105.5909145904,-0.14420148775581262
600000,2,0,Isolo Way Ajao Estate Isolo,flat,mainland,1,13.304686600863562,500000.0,143676.22330384783,0.6960093862470136
250000,1,0,Oshodi Arowojobe Oshodi,mini flat,mainland,0,12.429220196836383,250000.0,75245.05420170938,0.0
400000,3,0,Oshodi Airport Road Oshodi,flat,mainland,0,12.899222326086994,600000.0,179822.64133357164,-1.112206997499271
1800000,2,1,African Lane Lekki Phase 1 Lekki,flat,island,0,14.403297778421795,2000000.0,895390.6211295603,-0.2233661993775347
450000,1,0,Ogudu Ogudu-Orike Ogudu,mini flat,mainland,0,13.017005083966255,400000.0,133088.8563259934,0.37568885465157137
800000,3,0,Off Kudirat Abiola Way Oregun Ikeja,flat,mainland,0,13.592368256649284,1600000.0,1237311.287693152,-0.6465632439929673
550000,3,0,Off Adebowale Street Berger Ojodu,flat,mainland,0,13.217675375388819,700000.0,336766.48457767285,-0.4454124946195575
800000,3,0,Off Kudirat Abiola Way Oregun Ikeja,flat,mainland,0,13.592368256649284,1600000.0,1237311.287693152,-0.6465632439929673
800000,3,0,Off Kudirat Abiola Way Oregun Ikeja,flat,mainland,0,13.592368256649284,1600000.0,1237311.287693152,-0.6465632439929673
1500000,3,0,Sabo Yaba,flat,mainland,1,14.220976332738882,1000000.0,624067.9867957743,0.801194758550601
250000,2,0,Ipaja Ipaja,flat,mainland,0,12.429220196836383,300000.0,63656.38091708226,-0.7854672112938555
550000,3,0,Charity B/Stop Oshodi Expressway Oshodi,flat,mainland,0,13.217675375388819,600000.0,179822.64133357164,-0.27805174937481775
1000000,3,0,Medina Gbagada,flat,mainland,0,13.815511557963774,1000000.0,395058.6778605653,0.0
800000,3,0,Off Ago Palace Okota,flat,mainland,0,13.592368256649284,700000.0,141741.9848015969,0.7055072647668567
4000000,3,0,Zenith Bank Abraham Adesanya Estate Ajah,flat,island,1,15.201805169084134,900000.0,345391.2078968643,8.975329797409543
800000,2,0,Ifako-Gbagada Gbagada,flat,mainland,0,13.592368256649284,775000.0,160228.0628912014,0.156027599341169
1000000,3,0,Ogba Bus-Stop Ogba,flat,mainland,0,13.815511557963774,800000.0,896406.6669840576,0.2231130215406541
600000,3,0,Off Osolo Way Isolo,flat,mainland,0,13.304686600863562,800000.0,1032393.6812581456,-0.1937245487169839
700000,3,0,Babs Animashaun Surulere,flat,mainland,0,13.45883704259595,950000.0,595690.8266673322,-0.41968079548690834
500000,3,0,Lsdpc Estate Agege,flat,mainland,1,13.122365377402328,700000.0,1299167.4257000133,-0.15394474649195936
3000000,5,0,Magodo Isheri Ojodu,duplex,mainland,0,14.914123179965662,2350000.0,922315.9256278006,0.7047476704444401
23000000,5,1,Along Delta Street Banana Island Ikoyi,house,island,0,16.951004817371683,15000000.0,6625078.61588575,1.2075328405639496
350000,1,0,Sabo Yaba,mini flat,mainland,0,12.765691290604371,350000.0,197881.37662672115,0.0
350000,1,0,Sabo Yaba,mini flat,mainland,0,12.765691290604371,350000.0,197881.37662672115,0.0
400000,1,0,Oke Oko Baruwa Ipaja,mini flat,mainland,0,12.899222326086994,200000.0,61405.005599248,3.257063460025958
700000,2,0,Omole Phase 2 Ojodu,bungalow,mainland,0,13.45883704259595,700000.0,104083.29997330665,0.0
4000000,4,1,Osborne Foreshore Estate Ikoyi,duplex,island,1,15.201805169084134,8000000.0,4311717.945846556,-0.9277044672769398
1700000,2,0,Apapa Apapa,duplex,mainland,0,14.346139397261565,1700000.0,1.0,0.0
5000000,5,1,Lekki Phase 1 Lekki,duplex,island,0,15.424948670398354,5000000.0,15715303.809011258,0.0
600000,3,0,Off Shipeolu Street Palmgroove Shomolu,flat,mainland,0,13.304686600863562,750000.0,258573.34507161233,-0.5801061975605306
450000,3,0,Sabo Ikorodu Ikorodu,flat,mainland,0,13.017005083966255,400000.0,87579.9754558103,0.5709067596762253
400000,1,0,Soluyi Gbagada,mini flat,mainland,0,12.899222326086994,400000.0,103946.4532858813,0.0
13000000,5,1,Lekki Phase 1 Lekki,duplex,island,0,16.380459992348886,5000000.0,15715303.809011258,0.5090579283241567
900000,3,0,Ogudu Ogudu,flat,mainland,0,13.710151153416941,1200000.0,390219.34737220797,-0.7687983746071081
3500000,5,0,Lsdpc Maryland Estate Maryland,duplex,mainland,1,15.068273812173887,5000000.0,1793506.8069752806,-0.8363503244962449
1000000,3,1,Phase 1 Gbagada,flat,mainland,0,13.815511557963774,1000000.0,395058.6778605653,0.0
800000,2,0,Soluyi Gbagada,flat,mainland,0,13.592368256649284,775000.0,160228.0628912014,0.156027599341169
250000,0,0,Shomolu Shomolu,self contain,mainland,0,12.429220196836383,200000.0,46184.46628584523,1.0826150873009908
250000,0,0,Akoka Yaba,self contain,mainland,0,12.429220196836383,230000.0,96333.31300434396,0.20761250055936661
250000,0,0,Shomolu Shomolu,self contain,mainland,0,12.429220196836383,200000.0,46184.46628584523,1.0826150873009908
2500000,3,0,Sabo Yaba,flat,mainland,0,14.731801689838349,1000000.0,624067.9867957743,2.4035842756518027
250000,0,0,Akoka Yaba,self contain,mainland,0,12.429220196836383,230000.0,96333.31300434396,0.20761250055936661
800000,2,0,Akoka Yaba,flat,mainland,0,13.592368256649284,700000.0,388728.5267957169,0.2572489362288341
850000,2,1,Omole Phase 1 Ogba,flat,mainland,0,13.652992804936396,600000.0,163816.95331828375,1.5260935753961264
350000,1,0,Lawanson Surulere,mini flat,mainland,0,12.765691290604371,350000.0,520105.5909145904,0.0
800000,3,0,Opposite Gtbank Ogba County Aguda(Ogba) Ogba,flat,mainland,0,13.592368256649284,800000.0,896406.6669840576,0.0
2500000,4,0,Adelabu Surulere,duplex,mainland,0,14.731801689838349,2500000.0,1288603.895694872,0.0
850000,3,0,Ogudu-Orike Ogudu,flat,mainland,0,13.652992804936396,1200000.0,390219.34737220797,-0.8969314370416261
1300000,3,0,Amuwo Odofi Amuwo Odofin Amuwo Odofin,duplex,mainland,1,14.077875591662238,1300000.0,425944.3290250164,0.0
4000000,3,1,Lekki Phase 1 Lekki,duplex,island,0,15.201805169084134,2600000.0,954800.4463444415,1.4662749743782106
6000000,4,1,Bourdillon Ikoyi,duplex,island,0,15.607270193858982,8000000.0,4311717.945846556,-0.4638522336384699
800000,3,0,Oshodi Oshodi Expressway Oshodi,flat,mainland,0,13.592368256649284,600000.0,179822.64133357164,1.112206997499271
12000000,4,1,Bourdillon Ikoyi,duplex,island,0,16.300417291085605,8000000.0,4311717.945846556,0.9277044672769398
7000000,4,1,Bourdillon Ikoyi,duplex,island,0,15.76142084987672,8000000.0,4311717.945846556,-0.23192611681923495
850000,3,1,Parkview Bus Stop Ago Palace Okota,flat,mainland,0,13.652992804936396,700000.0,141741.9848015969,1.058260897150285
10000000,4,1,Bourdillon Ikoyi,duplex,island,0,16.118095750958314,8000000.0,4311717.945846556,0.4638522336384699
3500000,5,0,Anthony Village Maryland,duplex,mainland,0,15.068273812173887,5000000.0,1793506.8069752806,-0.8363503244962449
500000,2,1,Grandmate Ago Palace Okota,flat,mainland,0,13.122365377402328,600000.0,107763.18121606496,-0.9279607271383369
200000,2,0,"Solomade, Ikorodu Ikorodu",flat,mainland,0,12.206077645517674,250000.0,871957.4409978761,-0.057342248198237224
1000000,4,0,Solebo Estate Ikorodu Ikorodu,duplex,mainland,1,13.815511557963774,750000.0,202072.59421636903,1.2371791482634837
400000,3,0,Benson Estate Ikorodu Ikorodu,flat,mainland,1,12.899222326086994,400000.0,87579.9754558103,0.0
400000,3,0,Ikorodu Ikorodu,duplex,mainland,0,12.899222326086994,550000.0,212132.03435596425,-0.7071067811865476
250000,2,0,Obafemi Awolowo Way Ikorodu Ikorodu,flat,mainland,0,12.429220196836383,250000.0,871957.4409978761,0.0
400000,2,0,Okeoriya Jumofak Ikorodu,flat,mainland,0,12.899222326086994,250000.0,871957.4409978761,0.17202674459471168
150000,2,1,Isawo Agric Ikorodu,flat,mainland,0,11.918397239722838,250000.0,871957.4409978761,-0.11468449639647445
250000,2,0,Igbe Road Ikorodu Ikorodu,flat,mainland,0,12.429220196836383,250000.0,871957.4409978761,0.0
350000,3,0,Ebute Ikorodu Ikorodu,flat,mainland,1,12.765691290604371,400000.0,87579.9754558103,-0.5709067596762253
250000,2,0,Slebo Estate Ebute Ikorodu,flat,mainland,1,12.429220196836383,250000.0,871957.4409978761,0.0
350000,2,0,Haruna Bus Stop Jumofak Ikorodu,flat,mainland,1,12.765691290604371,250000.0,871957.4409978761,0.11468449639647445
500000,3,0,Ebute Igbogbo Road Ikorodu Ikorodu,flat,mainland,1,13.122365377402328,400000.0,87579.9754558103,1.1418135193524506
2000000,4,1,Chevron Lekki,duplex,island,0,14.508658238524095,3500000.0,4441466.645353092,-0.33772627822599616
3000000,2,1,Victoria Island Extension Victoria Island,flat,island,0,14.914123179965662,3000000.0,1583096.9895844576,0.0
3500000,3,1,Lekki Phase 1 Lekki,duplex,island,0,15.068273812173887,2600000.0,954800.4463444415,0.9426053406717068
6500000,5,0,Ikate Lekki,duplex,island,0,15.687312888712007,5000000.0,15715303.809011258,0.09544836156077938
2000000,3,0,Alagomeji Yaba,flat,mainland,0,14.508658238524095,1000000.0,624067.9867957743,1.602389517101202
1300000,3,1,Magodo Gra Phase 2 Magodo-Shangisha Kosofe/Ikosi,flat,mainland,0,14.077875591662238,1000000.0,471780.70203466876,0.6358886633263658
500000,3,0,Alakija Satellite Town Amuwo Odofin,house,mainland,0,13.122365377402328,500000.0,1.0,0.0
1500000,3,0,Allen Avenue Ikeja,flat,mainland,0,14.220976332738882,1600000.0,1237311.287693152,-0.08082040549912091
600000,3,0,Iwaya Yaba,flat,mainland,0,13.304686600863562,1000000.0,624067.9867957743,-0.6409558068404807
1000000,3,0,Allen Avenue Ikeja,bungalow,mainland,0,13.815511557963774,1800000.0,1228006.5146407,-0.6514623419844563
4500000,5,0,Allen Avenue Ikeja,duplex,mainland,0,15.319588176962746,4500000.0,2475331.4711372973,0.0
20000000,5,1,Ocean Parade Banana Island Ikoyi,duplex,island,0,16.811242881518265,10000000.0,6255319.575249992,1.598639346831509
350000,3,0,Asolo Road Agric Ikorodu,flat,mainland,0,12.765691290604371,400000.0,87579.9754558103,-0.5709067596762253
1000000,2,0,Atunrase Medina Gbagada,flat,mainland,0,13.815511557963774,775000.0,160228.0628912014,1.4042483940705208
400000,2,0,Lakowe Ajah,flat,island,0,12.899222326086994,700000.0,204008.4003956448,-1.470527681302306
130000,1,0,Igbogbo Igbogbo Ikorodu,mini flat,mainland,0,11.775297421715827,160000.0,46262.26722093344,-0.6484766485120546
800000,3,0,Canaan Estatea Canaan Estate Ajah,flat,island,1,13.592368256649284,900000.0,345391.2078968643,-0.2895267676583723
1300000,4,0,Badore Ajah,bungalow,island,1,14.077875591662238,1300000.0,245515.33104427057,0.0
1300000,3,0,Canaan Road Canaan Estate Ajah,duplex,island,1,14.077875591662238,1300000.0,337325.4534399406,0.0
2000000,4,1,"Orchid Road,2Nd Toll Gate,Chevron Area Lekki Chevron Lekki",duplex,island,0,14.508658238524095,3500000.0,4441466.645353092,-0.33772627822599616
700000,2,0,Fola Agoro Akoka Yaba,flat,mainland,0,13.45883704259595,700000.0,388728.5267957169,0.0
850000,3,0,Akoka Yaba,flat,mainland,0,13.652992804936396,1000000.0,624067.9867957743,-0.24035842756518028
3500000,4,0,Lekki Osapa London Lekki,duplex,island,0,15.068273812173887,3500000.0,4441466.645353092,0.0
1500000,2,0,Lekki Ikota Lekki,flat,island,1,14.220976332738882,2000000.0,895390.6211295603,-0.5584154984438368
300000,1,0,Onike Yaba,mini flat,mainland,0,12.611541086966115,350000.0,197881.37662672115,-0.2526766331038764
2000000,3,0,Lekki Osapa London Lekki,flat,island,0,14.508658238524095,2000000.0,1404009.206178628,0.0
150000,2,0,Igbogbo Ikorodu,flat,mainland,1,11.918397239722838,250000.0,871957.4409978761,-0.11468449639647445
400000,3,0,Solebo Estate Ebute Ikorodu,flat,mainland,1,12.899222326086994,400000.0,87579.9754558103,0.0
350000,3,0,Haruna Bus Stop Jumofak Ikorodu,flat,mainland,0,12.765691290604371,400000.0,87579.9754558103,-0.5709067596762253
250000,2,0,Benson Estate Ikorodu Ikorodu,flat,mainland,1,12.429220196836383,250000.0,871957.4409978761,0.0
1200000,1,1,Agungi Lekki,mini flat,island,0,13.997832948091215,1100000.0,655271.5531639188,0.15260848653838113
400000,3,0,Haruna Bus Stop Ikorodu Ikorodu,flat,mainland,0,12.899222326086994,400000.0,87579.9754558103,0.0
4000000,4,1,Alausa Ikeja,duplex,mainland,0,15.201805169084134,3500000.0,1350794.5131020376,0.3701525251622269
800000,3,0,Magodo Isheri Ojodu,flat,mainland,0,13.592368256649284,700000.0,336766.48457767285,0.296941663079705
1600000,3,0,Osapa London Lekki,flat,island,0,14.285514812209815,2000000.0,1404009.206178628,-0.28489841679080075
5000000,3,1,Ikeja Gra Ikeja,flat,mainland,0,15.424948670398354,1600000.0,1237311.287693152,2.747893786970111
700000,3,1,Near Berger Ojodu,flat,mainland,0,13.45883704259595,700000.0,336766.48457767285,0.0
1500000,4,1,Magodo Isheri Ojodu,duplex,mainland,0,14.220976332738882,1500000.0,793879.3817634488,0.0
2700000,4,1,Magodo-Shangisha Kosofe/Ikosi,duplex,mainland,0,14.80876270134486,2500000.0,962899.7352352653,0.20770594557400515
3000000,4,1,Magodo-Shangisha Kosofe/Ikosi,duplex,mainland,0,14.914123179965662,2500000.0,962899.7352352653,0.5192648639350129
2000000,3,0,Osapa London Lekki,flat,island,0,14.508658238524095,2000000.0,1404009.206178628,0.0
900000,4,1,Magodo Isheri Ojodu,flat,mainland,0,13.710151153416941,1200000.0,694827.8306787332,-0.43176163468718437
230000,0,0,University Of,self contain,mainland,0,12.345838935721968,230000.0,96333.31300434396,0.0
900000,2,0,Ifako-Gbagada Gbagada,flat,mainland,0,13.710151153416941,775000.0,160228.0628912014,0.7801379967058449
250000,1,0,Oshodi Oshodi Expressway Oshodi,mini flat,mainland,0,12.429220196836383,250000.0,75245.05420170938,0.0
250000,0,0,Oshodi Oshodi Expressway Oshodi,self contain,mainland,0,12.429220196836383,190000.0,58878.405775518986,1.019049330730136
400000,3,0,Oshodi Oshodi,flat,mainland,0,12.899222326086994,600000.0,179822.64133357164,-1.112206997499271
400000,3,0,Oshodi Airport Road Oshodi,flat,mainland,0,12.899222326086994,600000.0,179822.64133357164,-1.112206997499271
450000,3,0,Oshodi Mafoluku Oshodi,flat,mainland,0,13.017005083966255,600000.0,179822.64133357164,-0.8341552481244532
800000,2,0,Gbagada,flat,mainland,0,13.592368256649284,775000.0,160228.0628912014,0.156027599341169
1400000,3,0,Gateway Magodo Phase1 Magodo Isheri Ojodu,flat,mainland,0,14.151983508870947,700000.0,336766.48457767285,2.078591641557935
700000,2,0,Love All Street By Aladelola Ikosi Ketu Ikosi-Ketu Kosofe/Ikosi,flat,mainland,0,13.45883704259595,650000.0,284013.1899463334,0.17604816174012167
230000,0,0,Onike Yaba,self contain,mainland,0,12.345838935721968,230000.0,96333.31300434396,0.0
800000,3,0,Love All Street By Aladelola Ikosi Ketu Ikosi-Ketu Kosofe/Ikosi,flat,mainland,0,13.592368256649284,1000000.0,471780.70203466876,-0.42392577555091054
6000000,4,1,Victoria Island Extension Victoria Island,duplex,island,0,15.607270193858982,5500000.0,29047945.450937405,0.01721292133533198
250000,1,0,Abulegba Egbeda Alimosho,mini flat,mainland,0,12.429220196836383,250000.0,55721.592164378555,0.0
600000,3,0,Doyin Omololu St Alapere Alapere Kosofe/Ikosi,flat,mainland,0,13.304686600863562,1000000.0,471780.70203466876,-0.8478515511018211
650000,2,0,Doyin Omololu Street Alapere Alapere Kosofe/Ikosi,flat,mainland,0,13.384729180332174,650000.0,284013.1899463334,0.0
250000,2,0,Igando Egbeda Alimosho,flat,mainland,0,12.429220196836383,400000.0,121396.33728853069,-1.2356221229598146
700000,3,0,Office Berger Ojodu,flat,mainland,0,13.45883704259595,700000.0,336766.48457767285,0.0
1200000,4,1,Magodo Isheri Ojodu,flat,mainland,0,13.997832948091215,1200000.0,694827.8306787332,0.0
7000000,5,1,Close To Allen Avenue Ikeja,duplex,mainland,0,15.76142084987672,4500000.0,2475331.4711372973,1.009965747678782
2500000,5,1,Magodo Isheri Ojodu,duplex,mainland,0,14.731801689838349,2350000.0,922315.9256278006,0.1626340777948708
500000,2,0,Adeniyi Jones Ikeja,bungalow,mainland,0,13.122365377402328,500000.0,1.0,0.0
700000,3,0,Berger Ojodu,flat,mainland,0,13.45883704259595,700000.0,336766.48457767285,0.0
250000,0,0,Bajulaiye Road Bariga Shomolu,self contain,mainland,0,12.429220196836383,200000.0,46184.46628584523,1.0826150873009908
3000000,4,1,Magodo-Shangisha Kosofe/Ikosi,duplex,mainland,0,14.914123179965662,2500000.0,962899.7352352653,0.5192648639350129
150000,0,0,Ado Road Badore Ajah,self contain,island,1,11.918397239722838,300000.0,157457.91344195599,-0.952635512062052
1000000,3,0,Medina Estate Medina Gbagada,flat,mainland,1,13.815511557963774,1000000.0,395058.6778605653,0.0
8000000,5,1,Adeola Odeku Victoria Island,duplex,island,0,15.894952224644102,7000000.0,5332982.891566327,0.18751232102795934
8000000,5,1,Old Ikoyi Parkview Estate Ikoyi,duplex,island,1,15.894952224644102,10000000.0,6255319.575249992,-0.3197278693663018
5000000,5,1,Old Ikoyi Parkview Estate Ikoyi,duplex,island,1,15.424948670398354,10000000.0,6255319.575249992,-0.7993196734157545
5000000,5,1,Old Ikoyi Parkview Estate Ikoyi,duplex,island,1,15.424948670398354,10000000.0,6255319.575249992,-0.7993196734157545
6500000,5,1,Glover Road Ikoyi,duplex,island,0,15.687312888712007,10000000.0,6255319.575249992,-0.5595237713910282
6500000,5,1,Glover Road Old Ikoyi Ikoyi,duplex,island,0,15.687312888712007,10000000.0,6255319.575249992,-0.5595237713910282
350000,1,0,Onipanu Shomolu,mini flat,mainland,0,12.765691290604371,350000.0,176717.89236844712,0.0
18000000,4,1,Banana Island Ikoyi,duplex,island,0,16.705882371415992,8000000.0,4311717.945846556,2.3192611681923494
5000000,3,1,Off Bourdillon Road Ikoyi Old Ikoyi Ikoyi,flat,island,0,15.424948670398354,7500000.0,5588541.634109451,-0.4473438982258529
15000000,3,1,Off Kingsway Road Old Ikoyi Ikoyi,flat,island,0,16.52356082573315,7500000.0,5588541.634109451,1.3420316946775586
15000000,4,1,Off Awolowo Road Ikoyi Ikoyi S.W Ikoyi,flat,island,0,16.52356082573315,14500000.0,5593021.72921687,0.08939711379773409
4000000,2,1,Adeola Odeku Adeola Odeku Victoria Island,flat,island,0,15.201805169084134,3000000.0,1583096.9895844576,0.6316732370658396
3500000,3,1,Adeola Odeku Adeola Odeku Victoria Island,flat,island,0,15.068273812173887,4500000.0,6915655.485204466,-0.14459945295705173
650000,3,0,Baruwa Ipaja,flat,mainland,1,13.384729180332174,400000.0,505377.5952309994,0.49467962640039337
2500000,1,1,Adeola Odeku Adeola Odeku Victoria Island,mini flat,island,0,14.731801689838349,2000000.0,1085422.6331204444,0.4606500590120985
6000000,10,1,Victoria Island Adeola Odeku Victoria Island,duplex,island,0,15.607270193858982,12000000.0,7023769.168568493,-0.8542421961772491
1600000,1,1,Off Ribadu Road Ikoyi Ikoyi S.W Ikoyi,mini flat,island,0,14.285514812209815,2000000.0,2706039.821427526,-0.14781748473641704
2000000,1,1,2Nd Avenue Extension Abacha Estate Ikoyi,mini flat,island,1,14.508658238524095,2000000.0,2706039.821427526,0.0
14000000,4,1,Old Ikoyi Old Ikoyi Ikoyi,flat,island,0,16.454567959008102,14500000.0,5593021.72921687,-0.08939711379773409
4500000,5,1,Ikeja Gra Ikeja,duplex,mainland,0,15.319588176962746,4500000.0,2475331.4711372973,0.0
3000000,3,1,Ikoyi S.W Ikoyi,flat,island,0,14.914123179965662,7500000.0,5588541.634109451,-0.8052190168065352
800000,3,0,Akoka Yaba,flat,mainland,0,13.592368256649284,1000000.0,624067.9867957743,-0.32047790342024035
1500000,1,1,Awolowo Road Ikoyi,mini flat,island,0,14.220976332738882,2000000.0,2706039.821427526,-0.18477185592052128
4000000,5,0,Ikate Lekki,duplex,island,0,15.201805169084134,5000000.0,15715303.809011258,-0.0636322410405196
2500000,5,0,Magodo-Shangisha Kosofe/Ikosi,duplex,mainland,0,14.731801689838349,3000000.0,1088404.6746175739,-0.4593879571269592
1000000,2,0,Adelabu Surulere,flat,mainland,0,13.815511557963774,725000.0,366236.1254336464,0.75088168780287
2500000,4,0,Unknown,duplex,mainland,0,14.731801689838349,3500000.0,1350794.5131020376,-0.7403050503244538
600000,3,0,Ipaja Road Ipaja,flat,mainland,0,13.304686600863562,400000.0,505377.5952309994,0.3957437011203147
1200000,3,0,Ifako-Gbagada Gbagada,flat,mainland,0,13.997832948091215,1000000.0,395058.6778605653,0.506253909123316
400000,2,0,Ipaja Road Ipaja,flat,mainland,1,12.899222326086994,300000.0,63656.38091708226,1.570934422587711
4500000,3,1,Ikeja Gra Ikeja,flat,mainland,0,15.319588176962746,1600000.0,1237311.287693152,2.3437917594745064
2500000,4,0,Omole Phase 2 Ogba,duplex,mainland,0,14.731801689838349,2500000.0,758998.6478040795,0.0
500000,2,0,Shomolu Shomolu,flat,mainland,0,13.122365377402328,500000.0,246132.39769290932,0.0
350000,2,0,Ipaja Road Ipaja,flat,mainland,0,12.765691290604371,300000.0,63656.38091708226,0.7854672112938555
850000,3,0,Ire Akari Isolo,flat,mainland,0,13.652992804936396,800000.0,1032393.6812581456,0.04843113717924598
800000,2,0,Ifako-Gbagada Gbagada,flat,mainland,0,13.592368256649284,775000.0,160228.0628912014,0.156027599341169
2500000,5,0,Badore Ajah,duplex,island,0,14.731801689838349,2250000.0,795432.2210601311,0.31429453494705883
400000,2,0,Shomolu Shomolu,flat,mainland,0,12.899222326086994,500000.0,246132.39769290932,-0.40628540142353164
2500000,3,0,Bode Thomas Surulere,duplex,mainland,0,14.731801689838349,1200000.0,623609.5644623236,2.0846376869169103
330000,3,0,Iyana Ipaja Ipaja,flat,mainland,0,12.706850963741102,400000.0,505377.5952309994,-0.13851029539211013
2200000,3,0,Eric Moore Surulere,flat,mainland,0,14.603968372873895,950000.0,595690.8266673322,2.0984039774345415
1300000,3,0,Soluyi Gbagada,flat,mainland,0,14.077875591662238,1000000.0,395058.6778605653,0.759380863684974
350000,1,0,Ebute Metta Yaba,mini flat,mainland,0,12.765691290604371,350000.0,197881.37662672115,0.0
3500000,4,1,Ikeja Gra Ikeja,duplex,mainland,0,15.068273812173887,3500000.0,1350794.5131020376,0.0
250000,0,0,Ebute Metta Yaba,self contain,mainland,0,12.429220196836383,230000.0,96333.31300434396,0.20761250055936661
400000,2,0,Iyana Ipaja Ipaja,flat,mainland,1,12.899222326086994,300000.0,63656.38091708226,1.570934422587711
2500000,3,1,Henry Ojogor Crescent Lekki Phase 1 Lekki,flat,island,0,14.731801689838349,2000000.0,1404009.206178628,0.3561230209885009
250000,0,0,Ebute Metta Yaba,self contain,mainland,0,12.429220196836383,230000.0,96333.31300434396,0.20761250055936661
1800000,3,0,Mende Maryland,flat,mainland,0,14.403297778421795,1800000.0,2138121.143516691,0.0
650000,3,0,Majek Estate Ajah,flat,island,1,13.384729180332174,900000.0,345391.2078968643,-0.7238169191459308
3000000,4,0,Mini Estate Iponri Iponri Surulere,duplex,mainland,1,14.914123179965662,2500000.0,1288603.895694872,0.38801683098309897
1800000,3,0,Maryland Shonibare Estate Maryland,flat,mainland,1,14.403297778421795,1800000.0,2138121.143516691,0.0
250000,1,0,Ojuelegba Surulere,mini flat,mainland,0,12.429220196836383,350000.0,520105.5909145904,-0.1922686503410835
250000,0,0,Shomolu Shomolu,self contain,mainland,0,12.429220196836383,200000.0,46184.46628584523,1.0826150873009908
2700000,5,0,Ogudu Phase 2 Ogudu Ogudu,duplex,mainland,1,14.80876270134486,2700000.0,36763269.713125356,0.0
250000,0,0,Ebute Metta Yaba,self contain,mainland,0,12.429220196836383,230000.0,96333.31300434396,0.20761250055936661
800000,3,0,Oworonshoki Gbagada,flat,mainland,0,13.592368256649284,1000000.0,395058.6778605653,-0.506253909123316
1000000,1,1,Ogudu Gra Ogudu,mini flat,mainland,1,13.815511557963774,400000.0,133088.8563259934,4.508266255818857
350000,1,0,Ebute Metta Yaba,mini flat,mainland,0,12.765691290604371,350000.0,197881.37662672115,0.0
1200000,3,0,Ogudu Ogudu,flat,mainland,0,13.997832948091215,1200000.0,390219.34737220797,0.0
